id;query;answer;hi_answer
1568218_1;What is the mean of SUV?;"Suv stands for sport utility vehicle. A sport utility vehicle (SUV) or off-roader, known in some countries as a four wheel drive, (often abbreviated to 4WD or 4x4 - pronounced ""four-by-four"") or soft roaders, is a type of passenger vehicle which combines the load-hauling and passenger-carrying capacity of a large station wagon or minivan with features designed for off-road driving. In more recent years, the term has also grown to encompass vehicles with similar size and style that are marketed as sport utility vehicles, but which do not actually incorporate substantial off-road features. A new category, the crossover SUV uses car components for lighter weight and better economy.";"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;suv&lt;/strong&gt;&lt;/span&gt; stands for &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;sport&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;utility&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;vehicle&lt;/strong&gt;&lt;/span&gt;.  A &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;sport&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;utility&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;vehicle&lt;/strong&gt;&lt;/span&gt; (&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;SUV&lt;/strong&gt;&lt;/span&gt;) or off-roader, known in some countries as a four wheel drive, (often abbreviated to 4WD or 4x4 - pronounced ""four-by-four"") or soft roaders, is a type of passenger &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;vehicle&lt;/strong&gt;&lt;/span&gt; which combines the load-hauling and passenger-carrying capacity of a large station wagon or minivan with features designed for off-road driving. In more recent years, the term has also grown to encompass &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;vehicles&lt;/strong&gt;&lt;/span&gt; with similar size and style that are marketed as &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;sport&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;utility&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;vehicles&lt;/strong&gt;&lt;/span&gt;, but which do not actually incorporate substantial off-road features. A new category, the crossover &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;SUV&lt;/strong&gt;&lt;/span&gt; uses car components for lighter weight and better economy.
			"
161903_0;What is the difference in 1st degree rape and 2 and 3 degree rape?;Because it is a physical assault. Rape is about violence and power, not about sex. Rapists commit rape because they get off on having power over their victims.. . If you're still confused, have somebody rape you and then maybe you'll figure things out.;"
				Because it is a physical assault. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Rape&lt;/strong&gt;&lt;/span&gt; is about violence and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;power&lt;/strong&gt;&lt;/span&gt;, not about sex. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Rapists&lt;/strong&gt;&lt;/span&gt; commit &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;rape&lt;/strong&gt;&lt;/span&gt; because they get off on having &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;power&lt;/strong&gt;&lt;/span&gt; over their victims.. . If you're still &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;confused&lt;/strong&gt;&lt;/span&gt;, have &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;somebody&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;rape&lt;/strong&gt;&lt;/span&gt; you and then maybe you'll figure things out.
			"
161903_1;What is the difference in 1st degree rape and 2 and 3 degree rape?;Legally speaking, first degree rape is premeditated. Second degree rape was not planned. Anything lower than that comes down to assault, I believe. Hope this helps!;"
				Legally &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;speaking&lt;/strong&gt;&lt;/span&gt;, first &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;degree&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;rape&lt;/strong&gt;&lt;/span&gt; is &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;premeditated&lt;/strong&gt;&lt;/span&gt;.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Second&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;degree&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;rape&lt;/strong&gt;&lt;/span&gt; was not planned.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Anything&lt;/strong&gt;&lt;/span&gt; lower than that comes down to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;assault&lt;/strong&gt;&lt;/span&gt;, I believe.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Hope&lt;/strong&gt;&lt;/span&gt; this helps!
			"
1636908_0;How to casually ask?;"It would be the same as ""business casual"". You make sure you look decent if you have any chance of being in the publics eye, or the boss wants you looking decent for morale.. . It would include a button down shirt or blouse and usually slacks not jeans. Best bet is to ask for clarification not take a risk.";"
				It would be the same as ""business casual"".  You make sure you &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;look&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;decent&lt;/strong&gt;&lt;/span&gt; if you have any chance of being in the publics eye, or the boss wants you &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;looking&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;decent&lt;/strong&gt;&lt;/span&gt; for morale.. . It would include a button down shirt or &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;blouse&lt;/strong&gt;&lt;/span&gt; and usually &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;slacks&lt;/strong&gt;&lt;/span&gt; not jeans.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Best&lt;/strong&gt;&lt;/span&gt; bet is to ask for &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;clarification&lt;/strong&gt;&lt;/span&gt; not take a risk.
			"
1636908_1;How to casually ask?;Well it's not a casual thing to ask. I really don't have any advice. Just make sure that you know you won't be getting into any kind of trouble by making that sort of remark. Some places have a don't ask dont' tell policy (work) if it's a friend then i'm sure you should know them well enough to be comfortable with asking such a question.;"
				Well it's not a casual thing to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ask&lt;/strong&gt;&lt;/span&gt;. I really don't have any advice. just make &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;sure&lt;/strong&gt;&lt;/span&gt; that you &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;know&lt;/strong&gt;&lt;/span&gt; you won't be getting into any kind of trouble by making that sort of remark. some places have a don't &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ask&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dont&lt;/strong&gt;&lt;/span&gt;' tell policy (work) if it's a friend then i'm &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;sure&lt;/strong&gt;&lt;/span&gt; you should &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;know&lt;/strong&gt;&lt;/span&gt; them well enough to be comfortable with &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;asking&lt;/strong&gt;&lt;/span&gt; such a question.
			"
1667093_0;What is Amtrak train travel like?;I think it comes down to time and money. Riding the train usually takes longer and from a cost standpoint is not necessarily any cheaper than flying. When I'm traveling the Northeast corridor, I'm definitely a fan of Amtrak, but there's no way I'd try to take a train cross country. If I'm traveling that same route with other people, however, it's a bit more economical to rent a car and drive.;"
				I think it comes down to time and money.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Riding&lt;/strong&gt;&lt;/span&gt; the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt; usually takes longer and from a cost &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;standpoint&lt;/strong&gt;&lt;/span&gt; is not necessarily any cheaper than flying.  When I'm &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;traveling&lt;/strong&gt;&lt;/span&gt; the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Northeast&lt;/strong&gt;&lt;/span&gt; corridor, I'm definitely a fan of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Amtrak&lt;/strong&gt;&lt;/span&gt;, but there's no way I'd try to take a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt; cross country.  If I'm &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;traveling&lt;/strong&gt;&lt;/span&gt; that same route with other people, however, it's a bit more &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;economical&lt;/strong&gt;&lt;/span&gt; to rent a car and drive.
			"
1667093_1;What is Amtrak train travel like?;I have traveled on Amtrak all over the country, and it was great!. If you'll be on the train at dinnertime, it's well worth the money to eat in the diner. They also have a good club car with drinks and packaged foods. I never failed to meet someone interesting while riding the train, and the coach seats have LOTS of legroom, and I'm 6 feet tall!;"
				I have traveled on &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Amtrak&lt;/strong&gt;&lt;/span&gt; all over the country, and it was great!.    If you'll be on the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt; at &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dinnertime&lt;/strong&gt;&lt;/span&gt;, it's well worth the money to eat in the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;diner&lt;/strong&gt;&lt;/span&gt;. They also have a good club car with drinks and packaged foods. I never failed to meet someone interesting while riding the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt;, and the coach seats have &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;LOTS&lt;/strong&gt;&lt;/span&gt; of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;legroom&lt;/strong&gt;&lt;/span&gt;, and I'm 6 feet tall!
			"
1681920_0;Why use invert (oil based) drilling mud?;I think it comes down to time and money. Riding the train usually takes longer and from a cost standpoint is not necessarily any cheaper than flying. When I'm traveling the Northeast corridor, I'm definitely a fan of Amtrak, but there's no way I'd try to take a train cross country. If I'm traveling that same route with other people, however, it's a bit more economical to rent a car and drive.;"
				I think it comes down to time and money.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Riding&lt;/strong&gt;&lt;/span&gt; the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt; usually takes longer and from a cost &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;standpoint&lt;/strong&gt;&lt;/span&gt; is not necessarily any cheaper than flying.  When I'm &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;traveling&lt;/strong&gt;&lt;/span&gt; the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Northeast&lt;/strong&gt;&lt;/span&gt; corridor, I'm definitely a fan of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Amtrak&lt;/strong&gt;&lt;/span&gt;, but there's no way I'd try to take a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt; cross country.  If I'm &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;traveling&lt;/strong&gt;&lt;/span&gt; that same route with other people, however, it's a bit more &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;economical&lt;/strong&gt;&lt;/span&gt; to rent a car and drive.
			"
1681920_1;Why use invert (oil based) drilling mud?;Due to formations bearing bentonite type clay bases. In very basic terms they are like a dryed out sponge when water is added they swell. Also when the bottom hole temps get too high your mud will cook out if water based. Go online and look up mud logger or mud logging you should find some very useful info there or knowlage as to where to go for futher search;"
				Due to formations bearing &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;bentonite&lt;/strong&gt;&lt;/span&gt; type clay bases. in very basic terms they are like a dryed out sponge when water is added they swell. also when the bottom hole temps get too high your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;mud&lt;/strong&gt;&lt;/span&gt; will cook out if water based. go online and look up &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;mud&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;logger&lt;/strong&gt;&lt;/span&gt; or &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;mud&lt;/strong&gt;&lt;/span&gt; logging you should find some very useful info there or &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;knowlage&lt;/strong&gt;&lt;/span&gt; as to where to go for &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;futher&lt;/strong&gt;&lt;/span&gt; search
			"
1717297_0;Why is my MRSA Staph infection continuing to relapse?;"Do you mean ""Staphylococcus aureus""?. Staphylococcus aureus is a bacterium, frequently living on the skin or in the nose of a healthy person, that can cause illnesses ranging from minor skin infections (such as pimples, boils, and cellulitis) and abscesses, to life-threatening diseases such as pneumonia, meningitis, endocarditis, Toxic shock syndrome (TSS), and septicemia. Drug resistant bacteria is known as MRSA.. Please see the web pages for more details on Staphylococcus aureus and MRSA.";"
				Do you mean ""&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Staphylococcus&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;aureus&lt;/strong&gt;&lt;/span&gt;""?. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Staphylococcus&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;aureus&lt;/strong&gt;&lt;/span&gt; is a bacterium, frequently living on the skin or in the nose of a healthy person, that can cause illnesses ranging from minor skin infections (such as &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;pimples&lt;/strong&gt;&lt;/span&gt;, boils, and cellulitis) and abscesses, to life-threatening diseases such as pneumonia, meningitis, endocarditis, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Toxic&lt;/strong&gt;&lt;/span&gt; shock syndrome (&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;TSS&lt;/strong&gt;&lt;/span&gt;), and septicemia. Drug resistant bacteria is known as &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;MRSA&lt;/strong&gt;&lt;/span&gt;.. Please see the web pages for more details on &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Staphylococcus&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;aureus&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;MRSA&lt;/strong&gt;&lt;/span&gt;.
			"
1717297_1;Why is my MRSA Staph infection continuing to relapse?;April, get some medical grade tea tree oil, if the eye is OK that is good because that is the only place you do not want to use the oil (I have for stye's but it is not pleasant. ) It kills MRSA infections gone! As long as it is a localized infection. It worked for my son, (a long story) and 2 other people on here that have listened.;"
				April, get some medical grade tea tree oil, if the eye is &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;OK&lt;/strong&gt;&lt;/span&gt; that is good because that is the only place you do not want to use the oil (I have for &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;stye&lt;/strong&gt;&lt;/span&gt;'s but it is not pleasant. ) It kills &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;MRSA&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;infections&lt;/strong&gt;&lt;/span&gt; gone! As long as it is a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;localized&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;infection&lt;/strong&gt;&lt;/span&gt;. It worked for my son, (a long story) and 2 other people on here that have listened.
			"
1739504_0;How do muscle cramps work?;Yes it does. I have taken it several times in the past and I am currently taking it. However, you MUST continue to work out with a steady routine. Keeping the muscles active will ensure rapid growth while on the hormone.;"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Yes&lt;/strong&gt;&lt;/span&gt; it does. I have taken it several times in the past and I am currently taking it. However, you &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;MUST&lt;/strong&gt;&lt;/span&gt; continue to work out with a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;steady&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;routine&lt;/strong&gt;&lt;/span&gt;. Keeping the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;muscles&lt;/strong&gt;&lt;/span&gt; active will ensure rapid growth while on the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;hormone&lt;/strong&gt;&lt;/span&gt;.
			"
1739504_1;How do muscle cramps work?;Lactic acid builds up in the larger muscles, usually the leg muscles. It usually will result from excess exercise while not getting the proper hydration. Increase your fluid intake, if chronic/ or pregnancy issues the potassium can be out of whack, try eating a banana. If severe of course call and make an appointment with your DR, they can draw labs and help diagnose the culprit and medicate you appropriately.;"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Lactic&lt;/strong&gt;&lt;/span&gt; acid builds up in the larger &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;muscles&lt;/strong&gt;&lt;/span&gt;, usually the leg &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;muscles&lt;/strong&gt;&lt;/span&gt;. It usually will result from excess exercise while not getting the proper &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;hydration&lt;/strong&gt;&lt;/span&gt;.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Increase&lt;/strong&gt;&lt;/span&gt; your fluid intake, if chronic/ or pregnancy issues the potassium can be out of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;whack&lt;/strong&gt;&lt;/span&gt;, try eating a banana. If severe of course call and make an appointment with your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;DR&lt;/strong&gt;&lt;/span&gt;, they can draw labs and help diagnose the culprit and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;medicate&lt;/strong&gt;&lt;/span&gt; you appropriately.
			"
1763640_0;How to check for dead pixels when buying psp?;I just move it from my pc to psp via usb cable. Just click on my computer and look for the drive that your psp is. Could be drive e or f or what ever it is. Drag and drop;"
				I just move it from my pc to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;psp&lt;/strong&gt;&lt;/span&gt; via &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;usb&lt;/strong&gt;&lt;/span&gt; cable. just &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;click&lt;/strong&gt;&lt;/span&gt; on my computer and look for the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drive&lt;/strong&gt;&lt;/span&gt; that your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;psp&lt;/strong&gt;&lt;/span&gt; is. could be &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drive&lt;/strong&gt;&lt;/span&gt; e or f or what ever it is. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drag&lt;/strong&gt;&lt;/span&gt; and drop
			"
1763640_1;How to check for dead pixels when buying psp?;The best way to check is to put a bunch of monochromatic 480x272 px. Images on your PSP. I would suggest at least: black, gray, white, red, green, and blue. Check in both the light and a fully dark room.;"
				The best way to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;check&lt;/strong&gt;&lt;/span&gt; is to put a bunch of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;monochromatic&lt;/strong&gt;&lt;/span&gt; 480x272 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;px&lt;/strong&gt;&lt;/span&gt;. images on your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;PSP&lt;/strong&gt;&lt;/span&gt;. I would suggest at least: black, gray, white, red, green, and blue. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Check&lt;/strong&gt;&lt;/span&gt; in both the light and a fully dark room.
			"
1803181_0;How to travel by train england to varna bulgaria?;I think it comes down to time and money. Riding the train usually takes longer and from a cost standpoint is not necessarily any cheaper than flying. When I'm traveling the Northeast corridor, I'm definitely a fan of Amtrak, but there's no way I'd try to take a train cross country. If I'm traveling that same route with other people, however, it's a bit more economical to rent a car and drive.;"
				I think it comes down to time and money.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Riding&lt;/strong&gt;&lt;/span&gt; the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt; usually takes longer and from a cost &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;standpoint&lt;/strong&gt;&lt;/span&gt; is not necessarily any cheaper than flying.  When I'm &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;traveling&lt;/strong&gt;&lt;/span&gt; the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Northeast&lt;/strong&gt;&lt;/span&gt; corridor, I'm definitely a fan of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Amtrak&lt;/strong&gt;&lt;/span&gt;, but there's no way I'd try to take a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt; cross country.  If I'm &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;traveling&lt;/strong&gt;&lt;/span&gt; that same route with other people, however, it's a bit more &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;economical&lt;/strong&gt;&lt;/span&gt; to rent a car and drive.
			"
1803181_1;How to travel by train england to varna bulgaria?;"You could take a train to france or belgium( there are lots of trains through the english channel to and from france) and then another one to...i don't think there are trains travelling straight to bulgaria; I think you have to change trains in vienna or budapest or bucharest. The journey takes lots of time and that's not comfortable as you have to change trains too. My advice is to take a plane. Good luck !";"
				You could &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;take&lt;/strong&gt;&lt;/span&gt; a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;train&lt;/strong&gt;&lt;/span&gt; to france or belgium( there are &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;lots&lt;/strong&gt;&lt;/span&gt; of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;trains&lt;/strong&gt;&lt;/span&gt; through the english channel to and from france) and then another one to...i don't &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;think&lt;/strong&gt;&lt;/span&gt; there are &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;trains&lt;/strong&gt;&lt;/span&gt; travelling straight to bulgaria; I &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;think&lt;/strong&gt;&lt;/span&gt; you have to change &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;trains&lt;/strong&gt;&lt;/span&gt; in vienna or budapest or bucharest. the journey &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;takes&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;lots&lt;/strong&gt;&lt;/span&gt; of time and that's not comfortable as you have to change &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;trains&lt;/strong&gt;&lt;/span&gt; too. my advice is to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;take&lt;/strong&gt;&lt;/span&gt; a plane. good luck !
			"
1843760_0;When dying Easter Eggs why does the dye adhere to the egg?;"Eggs as dairy?. Eggs and milk products are in some circumstances grouped together under the heading of dairy, probably because fresh eggs were often sold by milkmen. For example, the Open Directory Project at one point listed cooking eggs as a subcategory of cooking dairy products. However, dictionary definitions of ""dairy"" are limited to milk products and, as a result, will always exclude eggs and egg products";"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Eggs&lt;/strong&gt;&lt;/span&gt; as &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dairy&lt;/strong&gt;&lt;/span&gt;?. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Eggs&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;milk&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;products&lt;/strong&gt;&lt;/span&gt; are in some circumstances grouped together under the heading of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dairy&lt;/strong&gt;&lt;/span&gt;, probably because fresh &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;eggs&lt;/strong&gt;&lt;/span&gt; were often sold by milkmen. For example, the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Open&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Directory&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Project&lt;/strong&gt;&lt;/span&gt; at one point listed &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;cooking&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;eggs&lt;/strong&gt;&lt;/span&gt; as a subcategory of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;cooking&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dairy&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;products&lt;/strong&gt;&lt;/span&gt;. However, dictionary definitions of ""&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dairy&lt;/strong&gt;&lt;/span&gt;"" are limited to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;milk&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;products&lt;/strong&gt;&lt;/span&gt; and, as a result, will always exclude &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;eggs&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;egg&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;products&lt;/strong&gt;&lt;/span&gt;
			"
1843760_1;When dying Easter Eggs why does the dye adhere to the egg?;"The egg is a ""semi permeable membrane"" that is how the chicken breaths also. The egg is a very delicate surface which makes it very vulnerable and susceptible to any outside conditions such as dye and such. Likewise the air we breath. I hope this helps.";"
				The &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;egg&lt;/strong&gt;&lt;/span&gt; is a ""&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;semi&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;permeable&lt;/strong&gt;&lt;/span&gt; membrane"" that is how the chicken &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;breaths&lt;/strong&gt;&lt;/span&gt; also.  The &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;egg&lt;/strong&gt;&lt;/span&gt; is a very delicate surface which makes it very vulnerable and susceptible to any outside conditions such as &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dye&lt;/strong&gt;&lt;/span&gt; and such.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Likewise&lt;/strong&gt;&lt;/span&gt; the air we &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;breath&lt;/strong&gt;&lt;/span&gt;.  I hope this helps.
			"
